"DATE","TMAX","TMIN"
"2013-09-30","73","52"
"2013-10-01","74","53"
"2013-10-02","82","59"
"2013-10-03","81","62"
"2013-10-04","85","64"
"2013-10-05","79","61"
"2013-10-06","68","45"
"2013-10-07","61","42"
"2013-10-08","70","40"
"2013-10-09","73","40"
"2013-10-10","74","41"
"2013-10-11","78","44"
"2013-10-12","80","46"
"2013-10-13","70","44"
"2013-10-14","66","40"
"2013-10-15","66","43"
"2013-10-16","63","44"
"2013-10-17","52","39"
"2013-10-18","66","38"
"2013-10-19","53","38"
"2013-10-20","63","38"
"2013-10-21","57","36"
"2013-10-22","49","30"
"2013-10-23","45","33"
"2013-10-24","45","31"
"2013-10-25","49","28"
"2013-10-26","54","34"
"2013-10-27","55","29"
"2013-10-28","60","29"
"2013-10-29","54","33"
"2013-10-30","63","39"
"2013-10-31","64","53"
"2013-11-01","53","46"
"2013-11-02","52","40"
"2013-11-03","50","37"
"2013-11-04","52","35"
"2013-11-05","56","41"
"2013-11-06","57","43"
"2013-11-07","48","33"
"2013-11-08","47","29"
"2013-11-09","60","41"
"2013-11-10","48","29"
"2013-11-11","51","29"
"2013-11-12","36","22"
"2013-11-13","38","19"
"2013-11-14","52","28"
"2013-11-15","50","36"
"2013-11-16","58","37"
"2013-11-17","65","47"
"2013-11-18","47","32"
"2013-11-19","43","28"
"2013-11-20","45","23"
"2013-11-21","48","41"
"2013-11-22","48","28"
"2013-11-23","33","18"
"2013-11-24","27","14"
"2013-11-25","32","16"
"2013-11-26","36","27"
"2013-11-27","30","23"
"2013-11-28","33","22"
"2013-11-29","37","16"
"2013-11-30","49","27"
"2013-12-01","46","27"
"2013-12-02","41","27"
"2013-12-03","49","34"
"2013-12-04","59","39"
"2013-12-05","59","28"
"2013-12-06","30","24"
"2013-12-07","28","15"
"2013-12-08","27","16"
"2013-12-09","29","18"
"2013-12-10","27","6"
"2013-12-11","24","4"
"2013-12-12","24","-4"
"2013-12-13","32","11"
"2013-12-14","28","21"
"2013-12-15","25","7"
"2013-12-16","20","9"
"2013-12-17","28","19"
"2013-12-18","34","10"
"2013-12-19","41","32"
"2013-12-20","55","39"
"2013-12-21","53","34"
"2013-12-22","39","32"
"2013-12-23","32","13"
"2013-12-24","19","4"
"2013-12-25","27","16"
"2013-12-26","32","20"
"2013-12-27","43","24"
"2013-12-28","49","33"
"2013-12-29","44","26"
"2013-12-30","26","18"
"2013-12-31","19","10"
"2014-01-01","22","15"
"2014-01-02","16","2"
"2014-01-03","14","-10"
"2014-01-04","35","12"
"2014-01-05","35","20"
"2014-01-06","20","-14"
"2014-01-07","8","-15"
"2014-01-08","18","3"
"2014-01-09","28","1"
"2014-01-10","39","28"
"2014-01-11","40","33"
"2014-01-12","40","30"
"2014-01-13","45","34"
"2014-01-14","40","23"
"2014-01-15","27","19"
"2014-01-16","30","17"
"2014-01-17","27","6"
"2014-01-18","20","6"
"2014-01-19","34","13"
"2014-01-20","36","24"
"2014-01-21","24","-4"
"2014-01-22","14","-3"
"2014-01-23","9","-3"
"2014-01-24","19","-8"
"2014-01-25","31","6"
"2014-01-26","37","3"
"2014-01-27","23","-9"
"2014-01-28","3","-16"
"2014-01-29","18","-7"
"2014-01-30","30","9"
"2014-01-31","31","26"
"2014-02-01","37","28"
"2014-02-02","31","17"
"2014-02-03","23","5"
"2014-02-04","21","4"
"2014-02-05","26","14"
"2014-02-06","17","-5"
"2014-02-07","9","-13"
"2014-02-08","14","-5"
"2014-02-09","20","3"
"2014-02-10","13","-9"
"2014-02-11","11","-16"
"2014-02-12","20","-15"
"2014-02-13","30","-2"
"2014-02-14","32","18"
"2014-02-15","24","8"
"2014-02-16","27","15"
"2014-02-17","30","10"
"2014-02-18","41","27"
"2014-02-19","40","27"
"2014-02-20","49","28"
"2014-02-21","37","32"
"2014-02-22","38","27"
"2014-02-23","33","20"
"2014-02-24","25","14"
"2014-02-25","25","14"
"2014-02-26","16","5"
"2014-02-27","19","1"
"2014-02-28","28","-1"
"2014-03-01","36","20"
"2014-03-02","21","13"
"2014-03-03","14","-3"
"2014-03-04","22","-1"
"2014-03-05","22","4"
"2014-03-06","26","14"
"2014-03-07","45","7"
"2014-03-08","38","27"
"2014-03-09","37","15"
"2014-03-10","52","35"
"2014-03-11","54","36"
"2014-03-12","39","13"
"2014-03-13","32","-1"
"2014-03-14","52","31"
"2014-03-15","43","30"
"2014-03-16","31","16"
"2014-03-17","34","12"
"2014-03-18","51","22"
"2014-03-19","50","35"
"2014-03-20","44","31"
"2014-03-21","56","30"
"2014-03-22","53","30"
"2014-03-23","34","20"
"2014-03-24","35","16"
"2014-03-25","33","17"
"2014-03-26","36","14"
"2014-03-27","49","30"
"2014-03-28","51","35"
"2014-03-29","40","29"
"2014-03-30","53","25"
"2014-03-31","65","30"
"2014-04-01","55","45"
"2014-04-02","60","38"
"2014-04-03","47","35"
"2014-04-04","54","36"
"2014-04-05","50","33"
"2014-04-06","54","26"
"2014-04-07","51","35"
"2014-04-08","57","37"
"2014-04-09","60","35"
"2014-04-10","72","41"
"2014-04-11","68","45"
"2014-04-12","77","42"
"2014-04-13","77","54"
"2014-04-14","70","30"
"2014-04-15","36","25"
"2014-04-16","48","23"
"2014-04-17","67","28"
"2014-04-18","69","41"
"2014-04-19","61","38"
"2014-04-20","75","33"
"2014-04-21","79","43"
"2014-04-22","59","38"
"2014-04-23","59","33"
"2014-04-24","60","44"
"2014-04-25","63","45"
"2014-04-26","67","45"
"2014-04-27","62","39"
"2014-04-28","50","43"
"2014-04-29","76","49"
"2014-04-30","66","42"
"2014-05-01","53","39"
"2014-05-02","54","45"
"2014-05-03","68","46"
"2014-05-04","60","41"
"2014-05-05","60","42"
"2014-05-06","68","38"
"2014-05-07","86","48"
"2014-05-08","89","51"
"2014-05-09","76","58"
"2014-05-10","74","49"
"2014-05-11","85","49"
"2014-05-12","84","60"
"2014-05-13","82","56"
"2014-05-14","58","51"
"2014-05-15","62","37"
"2014-05-16","52","34"
"2014-05-17","55","40"
"2014-05-18","64","37"
"2014-05-19","68","40"
"2014-05-20","82","57"
"2014-05-21","85","64"
"2014-05-22","73","54"
"2014-05-23","72","49"
"2014-05-24","77","46"
"2014-05-25","83","53"
"2014-05-26","87","55"
"2014-05-27","88","66"
"2014-05-28","84","62"
"2014-05-29","82","59"
"2014-05-30","83","53"
"2014-05-31","86","54"
"2014-06-01","88","57"
"2014-06-02","82","69"
"2014-06-03","87","59"
"2014-06-04","64","55"
"2014-06-05","76","49"
"2014-06-06","81","51"
"2014-06-07","82","53"
"2014-06-08","77","61"
"2014-06-09","77","59"
"2014-06-10","76","58"
"2014-06-11","76","65"
"2014-06-12","81","64"
"2014-06-13","73","49"
"2014-06-14","78","45"
"2014-06-15","84","50"
"2014-06-16","89","69"
"2014-06-17","93","70"
"2014-06-18","92","69"
"2014-06-19","84","68"
"2014-06-20","82","66"
"2014-06-21","82","64"
"2014-06-22","84","66"
"2014-06-23","86","65"
"2014-06-24","81","68"
"2014-06-25","85","65"
"2014-06-26","85","64"
"2014-06-27","86","64"
"2014-06-28","84","71"
"2014-06-29","86","71"
"2014-06-30","83","69"
"2014-07-01","84","66"
"2014-07-02","79","64"
"2014-07-03","74","56"
"2014-07-04","78","52"
"2014-07-05","80","53"
"2014-07-06","81","64"
"2014-07-07","86","71"
"2014-07-08","82","68"
"2014-07-09","81","60"
"2014-07-10","78","57"
"2014-07-11","82","54"
"2014-07-12","86","67"
"2014-07-13","85","67"
"2014-07-14","86","65"
"2014-07-15","71","54"
"2014-07-16","71","52"
"2014-07-17","76","48"
"2014-07-18","77","50"
"2014-07-19","76","58"
"2014-07-20","82","55"
"2014-07-21","87","59"
"2014-07-22","89","62"
"2014-07-23","78","63"
"2014-07-24","77","54"
"2014-07-25","77","54"
"2014-07-26","80","59"
"2014-07-27","83","63"
"2014-07-28","72","53"
"2014-07-29","75","48"
"2014-07-30","78","57"
"2014-07-31","81","56"
"2014-08-01","82","60"
"2014-08-02","83","59"
"2014-08-03","84","58"
"2014-08-04","85","59"
"2014-08-05","80","63"
"2014-08-06","79","62"
"2014-08-07","79","56"
"2014-08-08","82","57"
"2014-08-09","82","59"
"2014-08-10","86","63"
"2014-08-11","78","67"
"2014-08-12","71","59"
"2014-08-13","77","54"
"2014-08-14","73","52"
"2014-08-15","75","43"
"2014-08-16","77","48"
"2014-08-17","81","62"
"2014-08-18","84","62"
"2014-08-19","85","62"
"2014-08-20","84","65"
"2014-08-21","79","69"
"2014-08-22","85","68"
"2014-08-23","84","68"
"2014-08-24","84","66"
"2014-08-25","89","68"
"2014-08-26","86","66"
"2014-08-27","83","65"
"2014-08-28","78","60"
"2014-08-29","82","61"
"2014-08-30","83","69"
"2014-08-31","82","68"
"2014-09-01","83","67"
"2014-09-02","78","63"
"2014-09-03","83","60"
"2014-09-04","86","61"
"2014-09-05","90","69"
"2014-09-06","74","57"
"2014-09-07","75","50"
"2014-09-08","77","53"
"2014-09-09","76","52"
"2014-09-10","76","63"
"2014-09-11","66","54"
"2014-09-12","59","54"
"2014-09-13","62","45"
"2014-09-14","67","44"
"2014-09-15","59","46"
"2014-09-16","66","47"
"2014-09-17","68","42"
"2014-09-18","71","44"
"2014-09-19","70","48"
"2014-09-20","80","50"
"2014-09-21","69","49"
"2014-09-22","65","43"
"2014-09-23","72","41"
"2014-09-24","76","45"
"2014-09-25","77","45"
"2014-09-26","79","51"
"2014-09-27","78","52"
"2014-09-28","80","52"
"2014-09-29","80","50"
"2014-09-30","62","51"
"2014-10-01","67","45"
"2014-10-02","82","51"
"2014-10-03","70","45"
"2014-10-04","46","40"
"2014-10-05","57","38"
"2014-10-06","60","42"
"2014-10-07","62","43"
"2014-10-08","63","42"
"2014-10-09","62","41"
"2014-10-10","56","40"
"2014-10-11","58","36"
"2014-10-12","63","34"
"2014-10-13","76","56"
"2014-10-14","67","54"
"2014-10-15","60","51"
"2014-10-16","66","50"
"2014-10-17","68","51"
"2014-10-18","52","42"
"2014-10-19","54","32"
"2014-10-20","62","45"
"2014-10-21","53","42"
"2014-10-22","53","34"
"2014-10-23","60","30"
"2014-10-24","64","36"
"2014-10-25","71","48"
"2014-10-26","65","38"
"2014-10-27","76","42"
"2014-10-28","67","46"
"2014-10-29","48","39"
"2014-10-30","50","43"
"2014-10-31","44","34"
"2014-11-01","43","25"
"2014-11-02","50","21"
"2014-11-03","64","37"
"2014-11-04","56","42"
"2014-11-05","59","36"
"2014-11-06","47","39"
"2014-11-07","43","33"
"2014-11-08","46","35"
"2014-11-09","47","30"
"2014-11-10","60","41"
"2014-11-11","61","36"
"2014-11-12","36","28"
"2014-11-13","32","24"
"2014-11-14","35","20"
"2014-11-15","33","15"
"2014-11-16","33","27"
"2014-11-17","29","12"
"2014-11-18","17","9"
"2014-11-19","34","12"
"2014-11-20","28","17"
"2014-11-21","28","9"
"2014-11-22","50","22"
"2014-11-23","56","44"
"2014-11-24","56","33"
"2014-11-25","33","25"
"2014-11-26","29","25"
"2014-11-27","32","23"
"2014-11-28","32","17"
"2014-11-29","51","28"
"2014-11-30","61","40"
"2014-12-01","40","23"
"2014-12-02","32","21"
"2014-12-03","39","24"
"2014-12-04","32","21"
"2014-12-05","40","32"
"2014-12-06","40","28"
"2014-12-07","36","23"
"2014-12-08","41","27"
"2014-12-09","38","35"
"2014-12-10","35","23"
"2014-12-11","35","21"
"2014-12-12","32","22"
"2014-12-13","45","32"
"2014-12-14","53","38"
"2014-12-15","48","39"
"2014-12-16","46","35"
"2014-12-17","35","26"
"2014-12-18","28","27"
"2014-12-19","33","26"
"2014-12-20","33","24"
"2014-12-21","36","26"
"2014-12-22","39","22"
"2014-12-23","56","39"
"2014-12-24","46","36"
"2014-12-25","38","33"
"2014-12-26","48","32"
"2014-12-27","47","32"
"2014-12-28","35","25"
"2014-12-29","34","21"
"2014-12-30","26","15"
"2014-12-31","20","10"
"2015-01-01","30","17"
"2015-01-02","35","19"
"2015-01-03","37","28"
"2015-01-04","37","17"
"2015-01-05","17","3"
"2015-01-06","16","5"
"2015-01-07","12","-4"
"2015-01-08","17","-8"
"2015-01-09","19","1"
"2015-01-10","22","-5"
"2015-01-11","31","22"
"2015-01-12","32","8"
"2015-01-13","13","-2"
"2015-01-14","10","0"
"2015-01-15","28","-3"
"2015-01-16","35","16"
"2015-01-17","42","15"
"2015-01-18","39","32"
"2015-01-19","40","23"
"2015-01-20","40","32"
"2015-01-21","34","30"
"2015-01-22","32","30"
"2015-01-23","31","28"
"2015-01-24","37","25"
"2015-01-25","36","19"
"2015-01-26","22","7"
"2015-01-27","27","11"
"2015-01-28","29","6"
"2015-01-29","39","29"
"2015-01-30","33","17"
"2015-01-31","36","16"
"2015-02-01","34","20"
"2015-02-02","20","8"
"2015-02-03","32","2"
"2015-02-04","34","16"
"2015-02-05","17","-2"
"2015-02-06","29","6"
"2015-02-07","40","21"
"2015-02-08","45","32"
"2015-02-09","32","18"
"2015-02-10","24","13"
"2015-02-11","34","22"
"2015-02-12","30","16"
"2015-02-13","26","3"
"2015-02-14","28","6"
"2015-02-15","7","0"
"2015-02-16","9","2"
"2015-02-17","22","-1"
"2015-02-18","12","1"
"2015-02-19","7","-3"
"2015-02-20","18","-5"
"2015-02-21","29","15"
"2015-02-22","30","6"
"2015-02-23","12","-6"
"2015-02-24","26","-6"
"2015-02-25","27","13"
"2015-02-26","19","6"
"2015-02-27","20","-4"
"2015-02-28","20","-2"
"2015-03-01","27","17"
"2015-03-02","29","3"
"2015-03-03","38","22"
"2015-03-04","34","18"
"2015-03-05","20","4"
"2015-03-06","24","-3"
"2015-03-07","40","18"
"2015-03-08","40","26"
"2015-03-09","50","26"
"2015-03-10","46","32"
"2015-03-11","48","30"
"2015-03-12","46","26"
"2015-03-13","44","30"
"2015-03-14","55","32"
"2015-03-15","56","29"
"2015-03-16","67","43"
"2015-03-17","56","25"
"2015-03-18","49","24"
"2015-03-19","47","33"
"2015-03-20","44","30"
"2015-03-21","53","31"
"2015-03-22","41","28"
"2015-03-23","34","20"
"2015-03-24","38","15"
"2015-03-25","49","31"
"2015-03-26","45","31"
"2015-03-27","33","20"
"2015-03-28","37","16"
"2015-03-29","45","22"
"2015-03-30","59","34"
"2015-03-31","57","33"
"2015-04-01","67","32"
"2015-04-02","69","43"
"2015-04-03","56","35"
"2015-04-04","53","26"
"2015-04-05","63","39"
"2015-04-06","62","37"
"2015-04-07","53","40"
"2015-04-08","70","38"
"2015-04-09","74","45"
"2015-04-10","69","42"
"2015-04-11","63","33"
"2015-04-12","68","37"
"2015-04-13","69","50"
"2015-04-14","63","42"
"2015-04-15","65","41"
"2015-04-16","62","45"
"2015-04-17","77","43"
"2015-04-18","80","49"
"2015-04-19","64","48"
"2015-04-20","62","44"
"2015-04-21","56","37"
"2015-04-22","44","32"
"2015-04-23","51","30"
"2015-04-24","60","28"
"2015-04-25","50","40"
"2015-04-26","59","34"
"2015-04-27","55","35"
"2015-04-28","63","32"
"2015-04-29","65","37"
"2015-04-30","61","41"
"2015-05-01","73","40"
"2015-05-02","75","45"
"2015-05-03","78","48"
"2015-05-04","68","59"
"2015-05-05","80","54"
"2015-05-06","83","52"
"2015-05-07","86","55"
"2015-05-08","86","57"
"2015-05-09","83","62"
"2015-05-10","77","63"
"2015-05-11","76","60"
"2015-05-12","60","50"
"2015-05-13","63","43"
"2015-05-14","65","41"
"2015-05-15","80","54"
"2015-05-16","75","65"
"2015-05-17","83","63"
"2015-05-18","81","61"
"2015-05-19","61","41"
"2015-05-20","54","36"
"2015-05-21","63","47"
"2015-05-22","72","45"
"2015-05-23","80","43"
"2015-05-24","83","53"
"2015-05-25","81","67"
"2015-05-26","84","62"
"2015-05-27","79","60"
"2015-05-28","82","53"
"2015-05-29","85","60"
"2015-05-30","80","60"
"2015-05-31","60","50"
"2015-06-01","61","49"
"2015-06-02","69","44"
"2015-06-03","71","47"
"2015-06-04","79","57"
"2015-06-05","83","60"
"2015-06-06","75","59"
"2015-06-07","81","53"
"2015-06-08","78","61"
"2015-06-09","77","57"
"2015-06-10","89","65"
"2015-06-11","89","66"
"2015-06-12","83","64"
"2015-06-13","88","68"
"2015-06-14","84","70"
"2015-06-15","85","70"
"2015-06-16","83","66"
"2015-06-17","72","64"
"2015-06-18","84","69"
"2015-06-19","70","65"
"2015-06-20","79","64"
"2015-06-21","84","66"
"2015-06-22","85","68"
"2015-06-23","81","62"
"2015-06-24","79","57"
"2015-06-25","81","64"
"2015-06-26","74","61"
"2015-06-27","66","58"
"2015-06-28","78","55"
"2015-06-29","68","59"
"2015-06-30","79","57"
"2015-07-01","76","57"
"2015-07-02","77","58"
"2015-07-03","76","58"
"2015-07-04","80","56"
"2015-07-05","82","59"
"2015-07-06","85","59"
"2015-07-07","77","63"
"2015-07-08","69","60"
"2015-07-09","71","62"
"2015-07-10","76","62"
"2015-07-11","79","56"
"2015-07-12","73","61"
"2015-07-13","81","60"
"2015-07-14","81","66"
"2015-07-15","78","62"
"2015-07-16","76","57"
"2015-07-17","88","69"
"2015-07-18","89","68"
"2015-07-19","86","70"
"2015-07-20","84","64"
"2015-07-21","80","62"
"2015-07-22","81","56"
"2015-07-23","84","61"
"2015-07-24","85","62"
"2015-07-25","85","64"
"2015-07-26","85","67"
"2015-07-27","86","69"
"2015-07-28","90","66"
"2015-07-29","89","65"
"2015-07-30","85","62"
"2015-07-31","88","63"
"2015-08-01","84","60"
"2015-08-02","90","63"
"2015-08-03","84","61"
"2015-08-04","81","59"
"2015-08-05","82","56"
"2015-08-06","79","59"
"2015-08-07","80","56"
"2015-08-08","84","60"
"2015-08-09","79","67"
"2015-08-10","85","66"
"2015-08-11","82","64"
"2015-08-12","78","59"
"2015-08-13","83","56"
"2015-08-14","86","64"
"2015-08-15","84","65"
"2015-08-16","87","64"
"2015-08-17","84","67"
"2015-08-18","84","64"
"2015-08-19","84","66"
"2015-08-20","73","56"
"2015-08-21","79","53"
"2015-08-22","79","56"
"2015-08-23","83","59"
"2015-08-24","73","56"
"2015-08-25","67","54"
"2015-08-26","68","56"
"2015-08-27","75","50"
"2015-08-28","78","54"
"2015-08-29","79","61"
"2015-08-30","85","64"
"2015-08-31","87","63"
"2015-09-01","86","67"
"2015-09-02","89","66"
"2015-09-03","90","68"
"2015-09-04","85","65"
"2015-09-05","80","64"
"2015-09-06","89","61"
"2015-09-07","89","67"
"2015-09-08","88","68"
"2015-09-09","76","64"
"2015-09-10","81","58"
"2015-09-11","65","57"
"2015-09-12","65","51"
"2015-09-13","69","47"
"2015-09-14","76","47"
"2015-09-15","81","55"
"2015-09-16","82","52"
"2015-09-17","83","53"
"2015-09-18","81","64"
"2015-09-19","72","53"
"2015-09-20","70","49"
"2015-09-21","73","45"
"2015-09-22","78","45"
"2015-09-23","78","50"
"2015-09-24","80","53"
"2015-09-25","78","57"
"2015-09-26","75","57"
"2015-09-27","79","59"
"2015-09-28","82","59"
"2015-09-29","74","59"
"2015-09-30","67","49"
"2015-10-01","61","47"
"2015-10-02","60","47"
"2015-10-03","50","46"
"2015-10-04","69","49"
"2015-10-05","74","57"
"2015-10-06","72","54"
"2015-10-07","77","55"
"2015-10-08","80","51"
"2015-10-09","67","48"
"2015-10-10","67","41"
"2015-10-11","75","45"
"2015-10-12","77","52"
"2015-10-13","58","43"
"2015-10-14","62","40"
"2015-10-15","69","38"
"2015-10-16","61","35"
"2015-10-17","50","29"
"2015-10-18","58","26"
"2015-10-19","68","32"
"2015-10-20","76","48"
"2015-10-21","77","48"
"2015-10-22","67","50"
"2015-10-23","64","45"
"2015-10-24","71","54"
"2015-10-25","62","39"
"2015-10-26","62","37"
"2015-10-27","56","43"
"2015-10-28","63","43"
"2015-10-29","43","37"
"2015-10-30","54","43"
"2015-10-31","53","44"
"2015-11-01","65","46"
"2015-11-02","70","39"
"2015-11-03","72","40"
"2015-11-04","76","45"
"2015-11-05","73","54"
"2015-11-06","65","45"
"2015-11-07","55","34"
"2015-11-08","53","28"
"2015-11-09","56","29"
"2015-11-10","55","38"
"2015-11-11","59","33"
"2015-11-12","57","41"
"2015-11-13","48","33"
"2015-11-14","52","28"
"2015-11-15","65","38"
"2015-11-16","61","33"
"2015-11-17","62","47"
"2015-11-18","61","52"
"2015-11-19","52","35"
"2015-11-20","47","28"
"2015-11-21","40","28"
"2015-11-22","30","11"
"2015-11-23","35","16"
"2015-11-24","42","20"
"2015-11-25","56","31"
"2015-11-26","61","45"
"2015-11-27","60","39"
"2015-11-28","39","35"
"2015-11-29","38","30"
"2015-11-30","46","30"
"2015-12-01","49","31"
"2015-12-02","39","26"
"2015-12-03","43","32"
"2015-12-04","42","31"
"2015-12-05","43","28"
"2015-12-06","51","25"
"2015-12-07","42","29"
"2015-12-08","50","38"
"2015-12-09","53","38"
"2015-12-10","56","39"
"2015-12-11","59","40"
"2015-12-12","69","53"
"2015-12-13","63","58"
"2015-12-14","64","44"
"2015-12-15","45","41"
"2015-12-16","56","38"
"2015-12-17","41","31"
"2015-12-18","31","26"
"2015-12-19","30","21"
"2015-12-20","48","22"
"2015-12-21","52","41"
"2015-12-22","53","34"
"2015-12-23","64","37"
"2015-12-24","56","36"
"2015-12-25","49","37"
"2015-12-26","54","37"
"2015-12-27","53","35"
"2015-12-28","42","32"
"2015-12-29","45","32"
"2015-12-30","33","30"
"2015-12-31","31","28"
"2016-01-01","28","24"
"2016-01-02","34","25"
"2016-01-03","33","28"
"2016-01-04","31","17"
"2016-01-05","29","12"
"2016-01-06","39","16"
"2016-01-07","46","25"
"2016-01-08","45","31"
"2016-01-09","47","38"
"2016-01-10","45","9"
"2016-01-11","26","6"
"2016-01-12","29","6"
"2016-01-13","23","1"
"2016-01-14","41","20"
"2016-01-15","42","32"
"2016-01-16","33","25"
"2016-01-17","25","3"
"2016-01-18","10","0"
"2016-01-19","20","4"
"2016-01-20","22","6"
"2016-01-21","26","4"
"2016-01-22","27","12"
"2016-01-23","33","16"
"2016-01-24","34","15"
"2016-01-25","44","24"
"2016-01-26","46","27"
"2016-01-27","28","21"
"2016-01-28","42","27"
"2016-01-29","34","25"
"2016-01-30","53","30"
"2016-01-31","55","36"
"2016-02-01","44","28"
"2016-02-02","58","27"
"2016-02-03","60","30"
"2016-02-04","31","20"
"2016-02-05","38","20"
"2016-02-06","39","21"
"2016-02-07","49","30"
"2016-02-08","38","26"
"2016-02-09","31","19"
"2016-02-10","24","14"
"2016-02-11","24","12"
"2016-02-12","24","10"
"2016-02-13","16","0"
"2016-02-14","18","4"
"2016-02-15","30","18"
"2016-02-16","32","28"
"2016-02-17","37","22"
"2016-02-18","41","20"
"2016-02-19","61","36"
"2016-02-20","64","36"
"2016-02-21","50","29"
"2016-02-22","45","26"
"2016-02-23","47","24"
"2016-02-24","35","31"
"2016-02-25","34","29"
"2016-02-26","33","27"
"2016-02-27","50","26"
"2016-02-28","66","38"
"2016-02-29","52","35"
"2016-03-01","42","23"
"2016-03-02","31","18"
"2016-03-03","32","26"
"2016-03-04","35","26"
"2016-03-05","36","29"
"2016-03-06","48","33"
"2016-03-07","60","36"
"2016-03-08","70","45"
"2016-03-09","67","52"
"2016-03-10","57","43"
"2016-03-11","52","35"
"2016-03-12","59","32"
"2016-03-13","53","47"
"2016-03-14","61","51"
"2016-03-15","61","41"
"2016-03-16","62","43"
"2016-03-17","57","37"
"2016-03-18","51","35"
"2016-03-19","41","28"
"2016-03-20","46","26"
"2016-03-21","49","25"
"2016-03-22","65","34"
"2016-03-23","68","44"
"2016-03-24","60","37"
"2016-03-25","45","30"
"2016-03-26","55","28"
"2016-03-27","74","32"
"2016-03-28","48","36"
"2016-03-29","56","30"
"2016-03-30","63","33"
"2016-03-31","66","50"
"2016-04-01","50","39"
"2016-04-02","41","28"
"2016-04-03","58","24"
"2016-04-04","56","31"
"2016-04-05","42","27"
"2016-04-06","62","37"
"2016-04-07","45","34"
"2016-04-08","44","31"
"2016-04-09","37","25"
"2016-04-10","52","29"
"2016-04-11","55","35"
"2016-04-12","51","31"
"2016-04-13","56","30"
"2016-04-14","61","31"
"2016-04-15","71","35"
"2016-04-16","76","40"
"2016-04-17","79","45"
"2016-04-18","82","47"
"2016-04-19","69","52"
"2016-04-20","75","48"
"2016-04-21","69","51"
"2016-04-22","63","52"
"2016-04-23","61","46"
"2016-04-24","74","38"
"2016-04-25","80","50"
"2016-04-26","77","48"
"2016-04-27","60","43"
"2016-04-28","54","42"
"2016-04-29","54","45"
"2016-04-30","51","42"
"2016-05-01","63","49"
"2016-05-02","54","48"
"2016-05-03","63","49"
"2016-05-04","53","39"
"2016-05-05","67","39"
"2016-05-06","71","42"
"2016-05-07","76","48"
"2016-05-08","68","38"
"2016-05-09","54","45"
"2016-05-10","71","50"
"2016-05-11","74","54"
"2016-05-12","75","58"
"2016-05-13","67","50"
"2016-05-14","58","42"
"2016-05-15","52","36"
"2016-05-16","66","34"
"2016-05-17","63","51"
"2016-05-18","66","47"
"2016-05-19","71","41"
"2016-05-20","70","47"
"2016-05-21","76","53"
"2016-05-22","77","53"
"2016-05-23","78","43"
"2016-05-24","84","49"
"2016-05-25","85","61"
"2016-05-26","82","65"
"2016-05-27","88","63"
"2016-05-28","88","69"
"2016-05-29","89","65"
"2016-05-30","88","58"
"2016-05-31","86","59"
"2016-06-01","86","62"
"2016-06-02","86","63"
"2016-06-03","85","54"
"2016-06-04","73","64"
"2016-06-05","76","64"
"2016-06-06","82","60"
"2016-06-07","66","55"
"2016-06-08","73","47"
"2016-06-09","78","48"
"2016-06-10","84","63"
"2016-06-11","93","72"
"2016-06-12","83","59"
"2016-06-13","85","54"
"2016-06-14","77","62"
"2016-06-15","89","64"
"2016-06-16","77","63"
"2016-06-17","83","61"
"2016-06-18","86","56"
"2016-06-19","89","63"
"2016-06-20","91","69"
"2016-06-21","80","63"
"2016-06-22","77","60"
"2016-06-23","84","66"
"2016-06-24","82","63"
"2016-06-25","85","59"
"2016-06-26","89","68"
"2016-06-27","89","70"
"2016-06-28","73","58"
"2016-06-29","78","53"
"2016-06-30","79","53"
"2016-07-01","76","57"
"2016-07-02","75","51"
"2016-07-03","72","56"
"2016-07-04","75","63"
"2016-07-05","83","65"
"2016-07-06","86","65"
"2016-07-07","86","67"
"2016-07-08","88","69"
"2016-07-09","79","62"
"2016-07-10","84","58"
"2016-07-11","88","61"
"2016-07-12","92","65"
"2016-07-13","91","68"
"2016-07-14","87","69"
"2016-07-15","83","63"
"2016-07-16","80","58"
"2016-07-17","84","55"
"2016-07-18","83","66"
"2016-07-19","89","61"
"2016-07-20","89","63"
"2016-07-21","90","69"
"2016-07-22","89","73"
"2016-07-23","92","69"
"2016-07-24","91","71"
"2016-07-25","87","70"
"2016-07-26","88","61"
"2016-07-27","89","62"
"2016-07-28","89","67"
"2016-07-29","89","68"
"2016-07-30","82","68"
"2016-07-31","85","67"
"2016-08-01","87","64"
"2016-08-02","90","65"
"2016-08-03","90","66"
"2016-08-04","92","66"
"2016-08-05","88","69"
"2016-08-06","87","63"
"2016-08-07","88","60"
"2016-08-08","86","66"
"2016-08-09","89","64"
"2016-08-10","94","69"
"2016-08-11","90","74"
"2016-08-12","90","73"
"2016-08-13","83","73"
"2016-08-14","81","67"
"2016-08-15","75","70"
"2016-08-16","84","69"
"2016-08-17","83","68"
"2016-08-18","82","65"
"2016-08-19","87","66"
"2016-08-20","81","66"
"2016-08-21","76","57"
"2016-08-22","79","55"
"2016-08-23","81","54"
"2016-08-24","81","61"
"2016-08-25","86","68"
"2016-08-26","86","67"
"2016-08-27","83","69"
"2016-08-28","90","66"
"2016-08-29","87","66"
"2016-08-30","87","65"
"2016-08-31","85","67"
"2016-09-01","75","58"
"2016-09-02","77","57"
"2016-09-03","80","55"
"2016-09-04","82","54"
"2016-09-05","88","57"
